spin,company_name,status,phone,mailing_address,mailing_city,mailing_state,mailing_zip,physical_address,physical_city,physical_state,physical_zip,last_updated
143048114,HIT Consulting LLC,Active,314-621-9500,4835 Highway 109,Eureka,MO,63025,4835 Highway 109,Eureka,MO,63025,2015-07-30T08:10:00.000
143048115,Alan Tjornhom,Active,570-982-5416,150 Meath Lane,Dingmans Ferry,PA,18328,150 Meath Lane,Dingmans Ferry,PA,18328,2015-07-30T08:43:00.000
143048116,"AV Networks, Inc.",Active,615-545-9235,109 Holiday Court,Franklin,TN,37067,109 Holiday Court,Franklin,TN,37067,2015-07-30T08:52:00.000
143048117,John G Williams III Inc.,Active,405-627-3168,1218 County Road 1230,Tuttle,OK,73089,1218 County Road 1230,Tuttle,OK,73089,2015-07-30T09:05:00.000
143048118,"S&D, Security and Data, Inc.",Active,212-243-1639,132 Nassan Street,New York,NY,10038,132 Nassan Street,New York,NY,10038,2015-07-30T09:10:00.000
143048119,Service Disabled Veteran Owned Communications Inc,Active,918-274-8025,12324 E. 86th ST N,OWasso,OK,74055,12324 E. 86th ST N,OWasso,OK,74055,2015-07-30T09:15:00.000
143048120,"Industrial Communications and Electronics, Inc",Active,406-259-1212,201 Erie Drive,Billings,MT,59101,201 Erie Drive,Billings,MT,59101,2015-07-31T10:27:00.000
143048121,DIAD Networks LLC,Active,732-410-9033,7 Hemion Road,Suffern,NY,10901,7 Hemion Road,Suffern,NY,10901,2025-06-03T08:02:00.000
143048122,DIAD Networks LLC,Closed,732-410-9033,7 Hemion Road,Suffern,NY,10901,7 Hemion Road,Suffern,NY,10901,2025-06-03T08:02:00.000
143048123,Alliance Integrated Technology LLC,Active,626-376-9510,238 South Arroyo Pkwy,Pasadena,CA,91105,238 South Arroyo Pkwy,Pasadena,CA,91105,2015-08-03T15:59:00.000
143048124,"Layer IT Solutions, Inc.",Active,818-793-0073,17707 Chatsworth Street,Granada Hills,CA,91344,17707 Chatsworth Street,Granada Hills,CA,91344,2015-08-03T16:16:00.000
143048125,ARTHAR Communications LLC,Active,606-309-7411,900 K-B Lane,London,KY,40741,900 K-B Lane,London,KY,40741,2019-09-19T08:52:00.000
143048126,Marketing Matters Inc.,Active,609-952-6466,10 Riverbank,Beverly,NJ,08010,10 Riverbank,Beverly,NJ,08010,2015-08-05T10:47:00.000
143048127,Southwest Telephone Company,Active,702-423-0010,"8275 S. Eastern Ave. , Suite 200",Las Vegas,NV,89123,"8275 S. Eastern Ave. , Suite 200",Las Vegas,NV,89123,2019-11-21T10:18:00.000
143048129,"Symmetry Operations, Inc.",Active,571-215-4277,13677 Findlay Ave,Apple Valley,MN,55124,13677 Findlay Ave,Apple Valley,MN,55124,2015-08-10T14:46:00.000
143048130,"Insight Investments, Corp.",Active,714-939-2300,611 Anton Blvd,Costa Mesa,CA,92626,611 Anton Blvd,Costa Mesa,CA,92626,2023-06-29T07:52:00.000
143048131,"Advanced Tech Solutions, Inc.",Active,641-456-2131,1021 Glendale Park Dr,Hampton,IA,50441,1021 Glendale Park Dr,Hampton,IA,50441,2015-08-13T12:46:00.000
143048132,"Alpha Omega Wireless, Inc.",Active,512-966-8525,8708 S Congress Ave,Austin,TX,78745,8708 S Congress Ave,Austin,TX,78745,2023-05-22T13:00:00.000
143048133,Summit Healthcare Consulting Services LLC,Active,407-374-1658,1123 Gallway Blvd.,Apopka,FL,32703,1123 Gallway Blvd.,Apopka,FL,32703,2015-08-14T11:16:00.000
143048134,Techlocity Inc,Active,317-288-5474,10089 Allisonville Road,Fishers,IN,46038,10089 Allisonville Road,Fishers,IN,46038,2017-01-28T10:49:00.000
143048135,"DRG Intelligent Computer Concepts, Inc.",Active,310-217-4778,2816 Columbia Street,Torrance,CA,90503,2816 Columbia Street,Torrance,CA,90503,2017-01-28T10:49:00.000
143048136,VirtualArmor,Active,303-204-6238,8085 S Chester Street,Centennial,CO,80112,8085 S Chester Street,Centennial,CO,80112,2015-08-14T11:46:00.000
143048137,Helix Systems Inc,Active,212-365-7411,50 West 17th Street,New York,NY,10011,50 West 17th Street,New York,NY,10011,2015-08-20T11:38:00.000
143048138,"Oso Internet Solutions, LLC",Active,505-600-3326,PO Box 685,Ramah,NM,87321,PO Box 685,Ramah,NM,87321,2025-05-23T08:01:00.000
143048139,FrontRow Calypso LLC,Active,707-658-4293,1690 Corporate Circle,Petaluma,CA,94954,1690 Corporate Circle,Petaluma,CA,94954,2015-08-20T11:55:00.000
143048140,"Osprey Holdings Group, LLC",Active,803-200-3424,"1670 Springdale Drive Unit 9, Suite 114",Camden,SC,29020,"1670 Springdale Drive Unit 9, Suite 114",Camden,SC,29020,2015-09-19T11:10:00.000
143048141,"Network Dynamics, Inc",Active,216-351-1100,4511 Brookpark Road,Cleveland,OH,44134,4511 Brookpark Road,Cleveland,OH,44134,2015-08-24T14:27:00.000
143048142,CSY Technologies LLC,Active,774-202-7258,5 Blossom Ct,Dartmouth,MA,02747,5 Blossom Ct,Dartmouth,MA,02747,2015-08-24T14:30:00.000
143048143,"Greenmark IT, LLC",Active,207-764-1834,"99 Fort Fairfield Road, Suite 6",Presque Isle,ME,04769,"99 Fort Fairfield Road, Suite 6",Presque Isle,ME,04769,2019-12-02T16:03:00.000
143048144,Kinetic Technologies,Active,480-529-2120,32531 N Scottsdale Rd.,Scottsdale,AZ,85266,32531 N Scottsdale Rd.,Scottsdale,AZ,85266,2017-05-05T00:14:00.000
143048145,"Foremost Cloud Services, Inc.",Active,469-554-4418,"5757 Alpha Road, Ste 106",Dallas,TX,75240,"5757 Alpha Road, Ste 106",Dallas,TX,75240,2024-04-11T14:33:00.000
143048146,"Data@ccess Communication, Inc.",Active,787-977-8025,316 De La Constitution Avenue,San Juan,PR,00901,316 De La Constitution Avenue,San Juan,PR,00901,2019-09-19T11:21:00.000
143048147,Futurecom Technologies,Active,614-478-1978,474 Whitley Drive,Columbus,OH,43230,474 Whitley Drive,Columbus,OH,43230,2015-08-25T14:32:00.000
143048148,"Kovarus, Inc.",Active,650-392-7848,2000 Crow Canyon Place,San Ramon,CA,94583,2000 Crow Canyon Place,San Ramon,CA,94583,2020-02-21T11:27:00.000
143048149,"Pro IT, LLC",Active,888-776-4828,"308 2nd Ave, SW Suite 6",Minot,ND,58701,"308 2nd Ave, SW Suite 6",Minot,ND,58701,2015-08-27T15:46:00.000
143048150,"DHE Computer Systems, LLC",Active,303-290-6050,7076 South Alton Way,Centennial,CO,80112,7076 South Alton Way,Centennial,CO,80112,2024-01-17T16:14:00.000
143048151,"Premier Hosting, Inc",Active,847-850-7891,220 N. Smith Street,Palatine,IL,60067,220 N. Smith Street,Palatine,IL,60067,2023-07-28T15:24:00.000
143048152,"Telecom Technicians, Inc.",Active,586-268-7000,6975 19 Mile Road,Sterling Heights,MI,48314,6975 19 Mile Road,Sterling Heights,MI,48314,2015-09-01T14:45:00.000
143048153,"Comtech Communications of Georgia, Inc.",Active,678-583-4001,124 Andrew Dr.,Stockbridge,GA,30281,124 Andrew Dr.,Stockbridge,GA,30281,2015-09-03T09:37:00.000
143048154,"Oliver Consulting Service, Inc.",Active,308-324-2151,56 S. Lakeview Road,Brady,NE,69123,56 S. Lakeview Road,Brady,NE,69123,2019-10-30T12:42:00.000
143048155,Designs for Learning,Active,651-645-0200,2233 University Ave,St. Paul,MN,55114,2233 University Ave,St. Paul,MN,55114,2019-10-04T16:05:00.000
143048156,ClearSIP Inc.,Active,678-279-5981,124 Andrew Drive,Stockbridge,GA,30281,124 Andrew Drive,Stockbridge,GA,30281,2015-09-04T13:05:00.000
143048158,"Hogan Technology, Inc.",Active,413-585-9950,81 East St.,Easthampton,MA,01027,81 East St.,Easthampton,MA,01027,2015-09-04T13:35:00.000
143048159,"Connectmatic, LLC",Active,919-238-4833,211 Firetree Lane,Cary,NC,27513,211 Firetree Lane,Cary,NC,27513,2015-09-04T15:53:00.000
143048160,FULL SERVICE NETWORK LP,Active,412-745-9000,600 Grant St,Pittsburgh,PA,15219,600 Grant St,Pittsburgh,PA,15219,2024-07-02T20:51:00.000
143048161,NWC LLC,Active,360-734-5082,1204 Railroad Ave,Bellingham,WA,98225,1204 Railroad Ave,Bellingham,WA,98225,2015-09-04T16:37:00.000
143048162,Broad Valley Micro Fiber Networks Inc.,Active,703-348-5250,12120 Sunset Hills Road,Reston,VA,20190,12120 Sunset Hills Road,Reston,VA,20190,2015-09-04T16:55:00.000
143048163,"Telecom Technologies, Inc.",Closed,586-268-7000,6975 19 Mile Rd,Sterling Heights,MI,48314,6975 19 Mile Rd,Sterling Heights,MI,48314,2018-08-14T06:41:00.000
143048164,Unified Technology Partners Corporation,Active,973-251-9950,237 Grove Avenue,Verona,NJ,07044,237 Grove Avenue,Verona,NJ,07044,2019-11-19T12:41:00.000
143048165,Helix Technology Group LLC,Active,973-251-9950,237 Grove Avenue,Verona,NJ,07044,237 Grove Avenue,Verona,NJ,07044,2019-11-19T12:48:00.000
143048167,"Leslie Electric Services, Inc.",Active,563-242-2868,2014 Lincolnway,Clinton,IA,52732,2014 Lincolnway,Clinton,IA,52732,2015-09-11T13:53:00.000
143048168,"AAmerican Marketing Systems, Inc.",Active,901-767-3347,120 Walnut Creek Rd,Cordova,TN,38018,120 Walnut Creek Rd,Cordova,TN,38018,2015-09-14T11:05:00.000
143048169,"Integrity Solutions, Inc",Active,801-415-6889,"320 South 300 East, Suite 102",Salt Lake City,UT,84111,"320 South 300 East, Suite 102",Salt Lake City,UT,84111,2015-09-14T11:11:00.000
143048170,"Ascentek, Inc.",Active,413-496-9900,12 Befnr Industrial Drive,Pittsfiled,MA,01201,12 Befnr Industrial Drive,Pittsfiled,MA,01201,2015-09-14T16:03:00.000
143048171,Boddiford Consulting LLC,Active,813-781-0196,9312 Huntington Park Way,Tampa,FL,33647,9312 Huntington Park Way,Tampa,FL,33647,2015-09-14T11:45:00.000
143048172,BlueCloud Communications,Active,858-800-2121,3530 Stetson,San Diego,CA,92122,3530 Stetson,San Diego,CA,92122,2015-09-14T12:16:00.000
143048173,"Lake Region Technology & Communications, LLC",Active,605-995-1828,516 Lake Region Road,Hulbert,OK,74441,516 Lake Region Road,Hulbert,OK,74441,2025-10-07T08:01:00.000
143048174,"Allamakee-Clayton Electric Cooperative, Inc.",Active,563-864-7611,229 Hwy 51,Postville,IA,52162,229 Hwy 51,Postville,IA,52162,2025-03-31T09:33:00.000
143048176,CMIT Solutions of Hollywood,Active,954-456-1968,3440 Hollywood Blvd,Hollywood,FL,33021,3440 Hollywood Blvd,Hollywood,FL,33021,2015-09-16T08:59:00.000
143048177,"Everything Wireless, LLC",Active,310-315-1300,1310 Westwood Blvd.,Los Angeles,CA,90024,1310 Westwood Blvd.,Los Angeles,CA,90024,2015-09-16T09:21:00.000
143048178,"Fibervision, LLC",Active,308-698-1442,"920 E 56th Street, Suite B",Kearney,NE,68847,"920 E 56th Street, Suite B",Kearney,NE,68847,2022-01-12T12:27:00.000
143048179,CAP Cable LLC,Active,308-698-1448,"920 E 56th Street, Suite B",Kearney,NE,68847,"920 E 56th Street, Suite B",Kearney,NE,68847,2021-01-28T09:54:00.000
143048180,RANDOLPH TELEPHONE TELECOMMUNICATIONS INC,Active,336-879-7942,317 E DIXIE DRIVE,ASHEBORO,NC,27203,317 E DIXIE DRIVE,ASHEBORO,NC,27203,2025-05-14T08:00:00.000
143048181,"ADVANCED VISION TECHNOLOGY GROUP, INC.",Active,631-366-5155,111 Smithtown Bypass,Hauppauge,NY,11788,111 Smithtown Bypass,Hauppauge,NY,11788,2015-09-16T13:23:00.000
143048182,Inoditech LLC,Active,281-742-9574,"14340 Torrey Chase Blvd., Suite 210",Houston,TX,77014,"14340 Torrey Chase Blvd., Suite 210",Houston,TX,77014,2015-09-16T13:31:00.000
143048183,Ergotech Controls Inc.,Active,972-248-7466,3321 Essex Dr.,Richardson,TX,75082,3321 Essex Dr.,Richardson,TX,75082,2025-12-11T10:18:00.000
143048184,InCom Telecom,Active,208-257-8234,291 E Shore Drive Ste 120,Eagle,ID,83616,291 E Shore Drive Ste 120,Eagle,ID,83616,2017-01-28T10:49:00.000
143048185,Treysta LLC,Active,717-337-1300,55 W. 5th St.,Gettysburg,PA,17325,55 W. 5th St.,Gettysburg,PA,17325,2021-02-25T12:16:00.000
143048187,"Fibervision, LLC",Closed,308-698-1448,"920 E 56th street, Suite B",Kearney,NE,68847,"920 E 56th street, Suite B",Kearney,NE,68847,2018-08-14T06:41:00.000
143048188,Absolute Technology Consulting Inc,Active,850-201-1018,400 Capital Circle SE #14,Tallahassee,FL,32301,400 Capital Circle SE #14,Tallahassee,FL,32301,2015-09-23T12:14:00.000
143048189,GTS Telephone,Active,732-323-8629,209 Center St.,Lakehurst,NJ,08733,209 Center St.,Lakehurst,NJ,08733,2015-09-23T13:29:00.000
143048190,GTS Telephone,Closed,732-323-8620,209 Center Street,Lakehurst,NJ,08733,209 Center Street,Lakehurst,NJ,08733,2018-08-14T06:41:00.000
143048191,"Quick Response Systems, Inc",Active,972-263-9111,701 Dalworth St,Grand Prarie,TX,75050,701 Dalworth St,Grand Prarie,TX,75050,2015-09-24T09:54:00.000
143048192,"Aptean, Inc.",Active,206-838-2811,1155 Perimeter Center West,Atlanta,GA,30338,1155 Perimeter Center West,Atlanta,GA,30338,2015-09-25T15:53:00.000
143048193,"Initech Solutions, LLC",Active,248-918-5550,637 E. Big Beaver Rd.,Troy,MI,48083,637 E. Big Beaver Rd.,Troy,MI,48083,2019-10-11T15:22:00.000
143048194,Premise Communications LLC,Active,480-222-5120,240 S Mulberry,Mesa,AZ,85202,240 S Mulberry,Mesa,AZ,85202,2019-10-22T18:04:00.000
143048195,EUS LLC,Active,212-624-5943,152 West 25th Street,New York,NY,10001,152 West 25th Street,New York,NY,10001,2015-09-24T11:29:00.000
143048196,"Intech Solutions, LLC",Active,586-232-2432,17171 23 Mile Rd. Ste#201,Macomb,MI,48042,17171 23 Mile Rd. Ste#201,Macomb,MI,48042,2015-09-25T15:53:00.000
143048197,Velocity Telecom Solutions,Active,901-605-5069,9099 Zech Dr,Olive Branch,MS,38654,9099 Zech Dr,Olive Branch,MS,38654,2015-09-25T16:03:00.000
143048198,Andrew Flint,Active,719-336-3834,14219 County Road LL,Lamar,CO,81052,14219 County Road LL,Lamar,CO,81052,2015-09-25T16:18:00.000
143048199,"LaserLink, INC.",Active,858-486-8130,3659 Via Calabria,Escondido,CA,92025,3659 Via Calabria,Escondido,CA,92025,2020-01-16T15:02:00.000
143048200,"Terra Nova Telecom, Inc.",Active,941-600-0205,11523 Palmbrush Trl,Lakewood Ranch,FL,34202,11523 Palmbrush Trl,Lakewood Ranch,FL,34202,2019-11-01T11:45:00.000
143048201,"Hawaii Dialogix Telecom, LLC",Active,808-440-8700,3375 Koapaka St,Honolulu,HI,96819,3375 Koapaka St,Honolulu,HI,96819,2020-03-27T15:48:00.000
143048202,DevWare Consulting,Active,203-816-0125,7365 Main Street #136,Stratford,CT,00614,7365 Main Street #136,Stratford,CT,00614,2015-09-28T10:25:00.000
143048203,"Housley Communications, Inc.",Active,972-931-2686,3550 S. Bryant Blvd.,San Angelo,TX,76903,3550 S. Bryant Blvd.,San Angelo,TX,76903,2019-11-19T12:14:00.000
143048204,Kentucky Communications Network Authority,Active,502-782-9549,500 Mero St Fl 1,Frankfort,KY,40601,500 Mero St Fl 1,Frankfort,KY,40601,2026-01-29T08:00:00.000
143048205,"NOMEREL, LLC",Active,918-926-3780,8147 E 63rd Street Suite 101,Tulsa,OK,74133,8147 E 63rd Street Suite 101,Tulsa,OK,74133,2015-10-02T09:42:00.000
143048206,"ARW Systems, LLC",Active,972-479-1900,3101 E President George Bush Hwy,Richardson,TX,75082,3101 E President George Bush Hwy,Richardson,TX,75082,2026-01-15T08:01:00.000
143048207,"Dreaming Tree Technology, Inc",Active,317-225-4159,9465 Counselors Row,Indianapolis,IN,46240,9465 Counselors Row,Indianapolis,IN,46240,2015-10-02T12:43:00.000
143048208,"NATIONAL TECHNOLOGY GROUP, INC",Active,516-345-5677,1180 Lincoln Ave,Holbrook,NY,11741,1180 Lincoln Ave,Holbrook,NY,11741,2015-10-02T12:49:00.000
143048209,"Alyn Enterprises, LLC",Active,214-383-5091,6 Wiltshire Court,Lucas,TX,75002,6 Wiltshire Court,Lucas,TX,75002,2019-08-15T18:08:00.000
143048210,"Untangled, LLC",Active,203-665-8221,196 Danbury Road,Wilton,CT,06897,196 Danbury Road,Wilton,CT,06897,2015-10-02T13:00:00.000
143048211,BCS Texas Turf Pros LLC,Active,972-935-3791,2819 Celinda Circle,College Station,TX,77845,2819 Celinda Circle,College Station,TX,77845,2015-10-05T12:10:00.000
143048212,"PGH NETWORKS, LLC",Active,724-888-7007,202 PARK WEST DRIVE,PITTSBURGH,PA,15275,202 PARK WEST DRIVE,PITTSBURGH,PA,15275,2015-10-06T12:01:00.000
143048213,"Precision Task Group, Inc.",Active,713-787-7481,9801 Westheimer Rd.,Houston,TX,77042,9801 Westheimer Rd.,Houston,TX,77042,2015-10-06T12:05:00.000
143048214,IT 101 Inc.,Active,714-202-6998,1403 N. Batavia Street,Orange,CA,92867,1403 N. Batavia Street,Orange,CA,92867,2018-12-20T16:54:00.000
143048215,InfoSight Inc.,Active,305-921-3871,14100 Palmetto Frontage Road,Miami Lakes,FL,33016,14100 Palmetto Frontage Road,Miami Lakes,FL,33016,2025-09-19T08:01:00.000
143048216,Basic Access LLC,Active,212-710-9600,68 Jay Street,Brooklyn,NY,11201,68 Jay Street,Brooklyn,NY,11201,2017-03-03T22:51:00.000
143048217,"Jamadots, Inc.",Active,906-387-0049,108 West Superior Street,Munising,MI,49862,108 West Superior Street,Munising,MI,49862,2015-10-06T15:09:00.000
143048218,"Ayla Group, Inc.",Active,630-954-9432,"956 S. Batrlett Rd, Suite 230",Bartlett,IL,60103,"956 S. Batrlett Rd, Suite 230",Bartlett,IL,60103,2015-10-06T15:16:00.000
143048219,Fleetwood Computers LLC,Active,260-610-4736,921 E Dupont Road,Fort Wayne,IN,46825,921 E Dupont Road,Fort Wayne,IN,46825,2017-01-28T10:50:00.000
143048220,Red Horizon Technologies,Active,814-681-3001,426 Colerain Street,Sligo,PA,16255,426 Colerain Street,Sligo,PA,16255,2015-10-07T12:43:00.000
143048221,"Phase II Copiers, Inc.",Active,386-676-2098,880 Airport Road,Ormond Beach,FL,32174,880 Airport Road,Ormond Beach,FL,32174,2015-10-07T15:48:00.000
143048222,"Jo-Carroll Energy, Inc (NFP)",Active,800-858-5522,793 US Route 20 West,Elizabeth,IL,61028,793 US Route 20 West,Elizabeth,IL,61028,2022-10-19T11:47:00.000
143048223,City of Salisbury,Active,704-638-5309,132 N Main St,Salisbury,NC,28144,132 N Main St,Salisbury,NC,28144,2015-10-08T15:35:00.000
143048224,"C2 ENTERPRISES, LLC.",Active,360-216-1620,13504 NE 84TH ST STE 103-251,VANCOUVER,WA,98682,13504 NE 84TH ST STE 103-251,VANCOUVER,WA,98682,2020-02-12T18:41:00.000
143048225,Network Specialist Georgia LLC,Closed,404-918-1916,6945 Deer Creek Trace,Stone Mountain,GA,30087,6945 Deer Creek Trace,Stone Mountain,GA,30087,2018-08-14T06:46:00.000
143048226,Air Comm Corporation,Active,602-275-4505,4840 S. 35th Street,Phoenix,AR,85040,4840 S. 35th Street,Phoenix,AR,85040,2020-08-07T18:20:00.000
143048227,"DHK Enterprises, Inc",Active,703-637-3991,"2214 Rock Hill Rd, Ste 502",Herndon,VA,20170,"2214 Rock Hill Rd, Ste 502",Herndon,VA,20170,2015-10-13T09:48:00.000
143048228,Clallam Telecom,Active,360-374-2461,860 Russell Road,Forks,WA,98331,860 Russell Road,Forks,WA,98331,2015-10-14T14:47:00.000
143048229,K & M Office Products,Active,816-895-8086,2015 Washington,Kansas City,MO,64108,2015 Washington,Kansas City,MO,64108,2024-09-17T15:21:00.000
143048230,Southern California Edison Company,Active,909-274-1926,2244 WALNUT GROVE AVE,Rosemead,CA,91770,2244 WALNUT GROVE AVE,Rosemead,CA,91770,2024-06-27T13:04:00.000
143048231,Makios Group LLC,Active,915-217-2500,10730 Pebble Hills Blvd,El Paso,TX,79935,10730 Pebble Hills Blvd,El Paso,TX,79935,2015-10-19T14:45:00.000
143048232,"B2 Telecom, LLC",Active,314-558-5581,14500 South Outer Forty,Town and Country,MO,63017,14500 South Outer Forty,Town and Country,MO,63017,2015-10-19T14:56:00.000
143048233,"Harris, Mac Kessey & Brennan, Inc.",Active,614-221-6831,570 Polaris Parkway,Westerville,OH,43082,570 Polaris Parkway,Westerville,OH,43082,2015-10-19T15:03:00.000
143048234,"CELERIS NETWORKS CONSULTING GROUP, LLC",Active,865-525-0773,4815 Kingston Pike #186,Knoxville,TN,37919,4815 Kingston Pike #186,Knoxville,TN,37919,2017-01-28T10:50:00.000
143048235,HighFalls Technologies Group,Active,585-734-2300,240 Fairbourne Park,Rochester,NY,14626,240 Fairbourne Park,Rochester,NY,14626,2020-04-28T11:05:00.000
143048236,"All Communications, Inc.",Active,520-886-1356,15450 E Rincon Creek Ranch Rd,Tucson,AZ,85747,15450 E Rincon Creek Ranch Rd,Tucson,AZ,85747,2015-10-21T14:35:00.000
143048237,PlumChoice Inc.,Active,617-668-3392,"100 High Street, Suite 1103",Boston,MA,02110,"100 High Street, Suite 1103",Boston,MA,02110,2017-01-28T10:50:00.000
143048238,Gyura Communicaitons,Active,970-457-4389,5125 Connemara Dr NE,Rochester,MN,55906,5125 Connemara Dr NE,Rochester,MN,55906,2015-10-22T10:08:00.000
143048239,Softnetworks LLC,Active,201-688-3750,"20 Troy Road, Suite 4",Whippany,NJ,07981,"20 Troy Road, Suite 4",Whippany,NJ,07981,2019-12-12T16:47:00.000
143048241,"NATCO Technologies, Inc.",Active,870-453-9205,301 East Main Street,Flippin,AR,72634,301 East Main Street,Flippin,AR,72634,2015-10-26T09:27:00.000
143048242,"Wirespeed Networks, Inc.",Active,949-754-3154,300 Spectrum Center Drive,Irvine,CA,92618,300 Spectrum Center Drive,Irvine,CA,92618,2015-10-26T09:39:00.000
143048243,"Gateway Wireless & Network Services, LC",Active,316-264-0037,121 S. Lulu,Wichita,KS,67211,121 S. Lulu,Wichita,KS,67211,2019-11-14T14:18:00.000
143048244,"Friendly IT Management, LLC",Closed,,8437 Tuttle Ave #115,Sarasota,FL,34243,8437 Tuttle Ave #115,Sarasota,FL,34243,2019-12-03T11:02:00.000
143048245,"DataComm Cabling, LLC",Active,931-287-1281,28 West Fifth Street,Crossville,TN,38555,28 West Fifth Street,Crossville,TN,38555,2017-03-03T22:51:00.000
143048246,Caleidoscope Communications Co.,Active,802-923-1601,7 Kilburn St,Burlington,VT,05401,7 Kilburn St,Burlington,VT,05401,2015-10-28T11:36:00.000
143048247,Stitchtel Communications,Active,404-723-0306,"4595 Town Lake PKWY Bldg 400, Ste 150",Woodstock,GA,30189,"4595 Town Lake PKWY Bldg 400, Ste 150",Woodstock,GA,30189,2017-02-15T10:40:00.000
143048248,"Prowess Consulting, LLC",Active,206-458-7111,5701 6th Avenue S,Seattle,WA,98108,5701 6th Avenue S,Seattle,WA,98108,2015-10-28T16:37:00.000
143048249,Northern Air Corporation,Active,612-770-7462,"1001 labore Industrial Court, Suite B",Vadnais Heights,MN,55110,"1001 labore Industrial Court, Suite B",Vadnais Heights,MN,55110,2019-04-05T09:55:00.000
143048250,Xcelitek,Active,720-598-1400,1130 W 124th Ave,Westminster,CO,80234,1130 W 124th Ave,Westminster,CO,80234,2017-04-21T11:42:00.000
143048251,"Formation Technologies, Inc.",Active,866-396-8260,235 W. Brandon Blvd.,Brandon,FL,33511,235 W. Brandon Blvd.,Brandon,FL,33511,2019-12-12T16:00:00.000
143048252,Delaware Micro-Computer,Active,302-698-5222,1155 E Lebanon Road Ste D,Dover,DE,19901,1155 E Lebanon Road Ste D,Dover,DE,19901,2015-11-02T09:30:00.000
143048253,North Main Systems,Active,812-402-0300,8601 N Kentucky Ave Suite F,Evansville,IN,47725,8601 N Kentucky Ave Suite F,Evansville,IN,47725,2019-10-30T14:13:00.000
143048254,BARConnects,Active,800-846-2272,1972 Big Spring Drive,Lexington,VA,24450,1972 Big Spring Drive,Lexington,VA,24450,2024-02-01T11:16:00.000
143048255,SDG Technologies Corporation,Active,931-292-4934,9212 Stream View Ln,Laurel,MD,20723,9212 Stream View Ln,Laurel,MD,20723,2015-11-02T16:29:00.000
143048256,One Community - IT In Action,Active,317-919-5765,5351 E. Thompson Road,Indianapolis,IN,46237,5351 E. Thompson Road,Indianapolis,IN,46237,2015-11-02T16:33:00.000
143048257,Prosis Hawaii LLC,Active,808-695-3888,"1130 N. Nimitz Hwy, Suite C303",Honolulu,HI,96817,"1130 N. Nimitz Hwy, Suite C303",Honolulu,HI,96817,2015-11-02T16:38:00.000
143048258,Civic Resource Group International Incorporated,Active,213-225-1170,915 Wilshire Blvd.,Los Angeles,CA,90017,915 Wilshire Blvd.,Los Angeles,CA,90017,2015-11-03T14:16:00.000
143048259,California Internet LP,Active,888-225-1571,251 Camarillo Ranch Road,Camarillo,CA,93012,251 Camarillo Ranch Road,Camarillo,CA,93012,2025-06-27T16:00:00.000
143048260,"WnG Construction JV, Inc.",Active,714-524-7100,4175 E La Palma Ave Suite #125,Anaheim,CA,92807,4175 E La Palma Ave Suite #125,Anaheim,CA,92807,2015-11-04T09:06:00.000
143048261,United States Information Systems Inc,Active,845-358-7755,35 West Jefferson Ave,Pearl River,NY,10965,35 West Jefferson Ave,Pearl River,NY,10965,2015-11-04T09:54:00.000
143048262,Holy Wireless,Active,713-464-7117,P. O. Box 777,Jewett,TX,75846,P. O. Box 777,Jewett,TX,75846,2020-12-29T22:29:00.000
143048263,Mavcomp Inc.,Active,817-596-0025,921 S. Main St,Weatherford,TX,76086,921 S. Main St,Weatherford,TX,76086,2015-11-04T10:29:00.000
143048264,"SecureNation, LLC",Active,225-636-2180,717 South Foster Drive,Baton Rouge,LA,70806,717 South Foster Drive,Baton Rouge,LA,70806,2015-11-04T10:39:00.000
143048265,"Parallel Synergistic Consulting, Inc.",Active,850-575-7713,257 Pinewood Dr,Tallahassee,FL,32303,257 Pinewood Dr,Tallahassee,FL,32303,2015-11-04T10:45:00.000
143048266,Gibbons Communications Consulting & Contracting LLC,Active,864-313-2626,432 Main Street #751,Mauldin,SC,29662,432 Main Street #751,Mauldin,SC,29662,2015-11-04T10:50:00.000
143048267,"LaHarpe Communications, Inc.",Active,620-496-2291,109 West 6th Street,LaHarpe,KS,66751,109 West 6th Street,LaHarpe,KS,66751,2019-10-16T12:29:00.000
143048268,Moosevision LLC,Active,419-787-5350,862 Cherry Lane,Waterville,OH,43566,862 Cherry Lane,Waterville,OH,43566,2015-11-04T11:21:00.000
143048269,The Nerd Patrol,Active,513-232-8541,6183 Salem Road,Cincinnati,OH,45230,6183 Salem Road,Cincinnati,OH,45230,2015-11-04T16:18:00.000
143048270,Megabytes Incorporated,Active,618-559-2902,308 N. 16th St.,Herrin,IL,62948,308 N. 16th St.,Herrin,IL,62948,2024-01-31T14:14:00.000
143048271,"Cogeco US (CT), LLC",Active,617-237-6283,"3 Batterymarch Park, Suite 200",Quincy,MA,02169,"3 Batterymarch Park, Suite 200",Quincy,MA,02169,2025-06-25T08:01:00.000
143048272,UNITIV,Active,404-915-4824,925 Sanders Road,Cumming,GA,30041,925 Sanders Road,Cumming,GA,30041,2015-11-04T16:33:00.000
143048273,Coolhead Inc.,Active,512-630-2273,700 Lavaca Street,Austin,TX,78701,700 Lavaca Street,Austin,TX,78701,2015-11-06T08:59:00.000
143048274,Sunrise Electronic Distributing Company,Active,717-709-2942,1805 Lincoln Way East,Chambersburg,PA,17202,1805 Lincoln Way East,Chambersburg,PA,17202,2022-12-05T13:56:00.000
